abjecções;abjeções
reactivaria;reativaria
reactivarias;reativarias
reactivarmos;reativarmos
reactivarão;reativarão
reactivará;reativará
reactivar;reativar
reactivarás;reativarás
reactivas;reativas
reactivassem;reativassem
reactivasse;reativasse
reactivasses;reativasses
reactivaste;reativaste
reactivastes;reativastes
reactivavam;reativavam
reactivava;reativava
reactivavas;reativavas
reactivei;reativei
reactiveis;reativeis
reactivemos;reativemos
reactivem;reativem
reactive;reative
reactives;reatives
reactividade;reatividade
reactividades;reatividades
reactivámos;reativámos
reactivo;reativo
reactivos;reativos
reactivou;reativou
reactiváramos;reativáramos
reactiváreis;reativáreis
reactivásseis;reativásseis
reactivássemos;reativássemos
reactivávamos;reativávamos
reactiváveis;reativáveis
reactores;reatores
reactor;reator
reactualizada;reatualizada
reactualizadas;reatualizadas
reactualizadora;reatualizadora
reactualizadoras;reatualizadoras
reactualizado;reatualizado
reactualizadores;reatualizadores
reactualizador;reatualizador
reactualizados;reatualizados
reactualizações;reatualizações
reactualizai;reatualizai
reactualizais;reatualizais
reactualizamos;reatualizamos
reactualizam;reatualizam
reactualizando;reatualizando
reactualização;reatualização
reactualizaríamos;reatualizaríamos
reactualizaram;reatualizaram
reactualizara;reatualizara
reactualizaras;reatualizaras
reactualizardes;reatualizardes
reactualiza;reatualiza
reactualizarei;reatualizarei
reactualizaríeis;reatualizaríeis
reactualizareis;reatualizareis
reactualizaremos;reatualizaremos
reactualizarem;reatualizarem
reactualizares;reatualizares
reactualizariam;reatualizariam
reactualizaria;reatualizaria
reactualizarias;reatualizarias
reactualizarmos;reatualizarmos
reactualizarão;reatualizarão
reactualizará;reatualizará
reactualizar;reatualizar
reactualizarás;reatualizarás
reactualizas;reatualizas
reactualizassem;reatualizassem
reactualizasse;reatualizasse
reactualizasses;reatualizasses
reactualizaste;reatualizaste
reactualizastes;reatualizastes
reactualizavam;reatualizavam
reactualizava;reatualizava
reactualizavas;reatualizavas
reactualizei;reatualizei
reactualizeis;reatualizeis
reactualizemos;reatualizemos
reactualizem;reatualizem
reactualize;reatualize
reactualizes;reatualizes
reactualizámos;reatualizámos
reactualizo;reatualizo
reactualizou;reatualizou
reactualizáramos;reatualizáramos
reactualizáreis;reatualizáreis
reactualizásseis;reatualizásseis
reactualizássemos;reatualizássemos
reactualizávamos;reatualizávamos
reactualizáveis;reatualizáveis
reactualizável;reatualizável
readopção;readoção
readoptada;readotada
readoptadas;readotadas
readoptado;readotado
readoptados;readotados
readoptai;readotai
readoptais;readotais
readoptamos;readotamos
readoptam;readotam
readoptando;readotando
readoptante;readotante
readoptantes;readotantes
readoptaríamos;readotaríamos
readoptaram;readotaram
readoptara;readotara
readoptaras;readotaras
readoptardes;readotardes
readopta;readota
readoptarei;readotarei
readoptaríeis;readotaríeis
readoptareis;readotareis
readoptaremos;readotaremos
readoptarem;readotarem
readoptares;readotares
readoptariam;readotariam
readoptaria;readotaria
readoptarias;readotarias
readoptarmos;readotarmos
readoptarão;readotarão
readoptará;readotará
readoptar;readotar
readoptarás;readotarás
readoptas;readotas
readoptassem;readotassem
readoptasse;readotasse
readoptasses;readotasses
readoptaste;readotaste
readoptastes;readotastes
readoptavam;readotavam
readoptava;readotava
readoptavas;readotavas
readoptei;readotei
readopteis;readoteis
readoptemos;readotemos
readoptem;readotem
readopte;readote
readoptes;readotes
readoptámos;readotámos
readopto;readoto
readoptou;readotou
readoptáramos;readotáramos
readoptáreis;readotáreis
readoptásseis;readotásseis
readoptássemos;readotássemos
readoptávamos;readotávamos
readoptáveis;readotáveis
reafectadamente;reafetadamente
reafectada;reafetada
reafectadas;reafetadas
reafectado;reafetado
reafectados;reafetados
reafectações;reafetações
reafectai;reafetai
reafectais;reafetais
reafectamos;reafetamos
reafectam;reafetam
reafectando;reafetando
reafectante;reafetante
reafectantes;reafetantes
reafectação;reafetação
reafectaríamos;reafetaríamos
reafectaram;reafetaram
reafectara;reafetara
reafectaras;reafetaras
reafectardes;reafetardes
reafecta;reafeta
reafectarei;reafetarei
reafectaríeis;reafetaríeis
reafectareis;reafetareis
reafectaremos;reafetaremos
reafectarem;reafetarem
reafectares;reafetares
reafectariam;reafetariam
reafectaria;reafetaria
reafectarias;reafetarias
reafectarmos;reafetarmos
reafectarão;reafetarão
reafectará;reafetará
reafectar;reafetar
reafectarás;reafetarás
reafectas;reafetas
reafectassem;reafetassem
reafectasse;reafetasse
reafectasses;reafetasses
reafectaste;reafetaste
reafectastes;reafetastes
reafectavam;reafetavam
reafectava;reafetava
reafectavas;reafetavas
reafectei;reafetei
reafecteis;reafeteis
reafectemos;reafetemos
reafectem;reafetem
reafecte;reafete
reafectes;reafetes
reafectámos;reafetámos
reafecto;reafeto
reafectou;reafetou
reafectáramos;reafetáramos
reafectáreis;reafetáreis
reafectásseis;reafetásseis
reafectássemos;reafetássemos
reafectávamos;reafetávamos
reafectáveis;reafetáveis
rebaptismo;rebatismo
rebaptismos;rebatismos
rebaptizada;rebatizada
rebaptizadas;rebatizadas
rebaptizado;rebatizado
rebaptizados;rebatizados
rebaptizai;rebatizai
rebaptizais;rebatizais
rebaptizamos;rebatizamos
rebaptizam;rebatizam
rebaptizando;rebatizando
rebaptizaríamos;rebatizaríamos
rebaptizaram;rebatizaram
rebaptizara;rebatizara
rebaptizaras;rebatizaras
rebaptizardes;rebatizardes
rebaptiza;rebatiza
rebaptizarei;rebatizarei
rebaptizaríeis;rebatizaríeis
rebaptizareis;rebatizareis
rebaptizaremos;rebatizaremos
rebaptizarem;rebatizarem
rebaptizares;rebatizares
rebaptizariam;rebatizariam
rebaptizaria;rebatizaria
rebaptizarias;rebatizarias
rebaptizar-lha;rebatizar-lha
rebaptizar-lhas;rebatizar-lhas
rebaptizar-lhe;rebatizar-lhe
rebaptizar-lhes;rebatizar-lhes
rebaptizar-lho;rebatizar-lho
rebaptizar-lhos;rebatizar-lhos
rebaptizar-me-ei;rebatizar-me-ei
rebaptizar-me-ia;rebatizar-me-ia
rebaptizar-me;rebatizar-me
rebaptizarmos;rebatizarmos
rebaptizar-nos-íamos;rebatizar-nos-íamos
rebaptizar-nos-emos;rebatizar-nos-emos
rebaptizar-nos;rebatizar-nos
rebaptizarão;rebatizarão
rebaptizará;rebatizará
rebaptizar;rebatizar
rebaptizar-se-iam;rebatizar-se-iam
rebaptizar-se-ia;rebatizar-se-ia
rebaptizar-se-ão;rebatizar-se-ão
rebaptizar-se-á;rebatizar-se-á
rebaptizar-se;rebatizar-se
rebaptizarás;rebatizarás
rebaptizar-te-ei;rebatizar-te-ei
rebaptizar-te-ias;rebatizar-te-ias
rebaptizar-te-á;rebatizar-te-á
rebaptizar-te;rebatizar-te
rebaptizar-te-ás;rebatizar-te-ás
rebaptizar-vos-íeis;rebatizar-vos-íeis
rebaptizar-vos-eis;rebatizar-vos-eis
rebaptizar-vos;rebatizar-vos
rebaptizas;rebatizas
rebaptizassem;rebatizassem
rebaptizasse;rebatizasse
rebaptizasses;rebatizasses
rebaptizaste;rebatizaste
rebaptizastes;rebatizastes
rebaptizavam;rebatizavam
rebaptizava;rebatizava
rebaptizavas;rebatizavas
rebaptizei;rebatizei
rebaptizeis;rebatizeis
rebaptizemos;rebatizemos
rebaptizem;rebatizem
rebaptize;rebatize
rebaptizes;rebatizes
rebaptizá-la;rebatizá-la
rebaptizá-las;rebatizá-las
rebaptizá-lo-íamos;rebatizá-lo-íamos
rebaptizá-lo-ei;rebatizá-lo-ei
rebaptizá-lo-íeis;rebatizá-lo-íeis
rebaptizá-lo-eis;rebatizá-lo-eis
rebaptizá-lo-emos;rebatizá-lo-emos
rebaptizá-lo-iam;rebatizá-lo-iam
rebaptizá-lo-ia;rebatizá-lo-ia
rebaptizá-lo-ias;rebatizá-lo-ias
rebaptizá-lo-ão;rebatizá-lo-ão
rebaptizá-lo-á;rebatizá-lo-á
rebaptizá-lo;rebatizá-lo
rebaptizá-lo-ás;rebatizá-lo-ás
rebaptizá-los;rebatizá-los
rebaptizámos;rebatizámos
rebaptizo;rebatizo
rebaptizou;rebatizou
rebaptizáramos;rebatizáramos
rebaptizáreis;rebatizáreis
rebaptizásseis;rebatizásseis
rebaptizássemos;rebatizássemos
rebaptizávamos;rebatizávamos
rebaptizáveis;rebatizáveis
recepcionista;rececionista
recepcionistas;rececionistas
recepções;receções
recepção;receção
receptada;recetada
receptadas;recetadas
receptadora;recetadora
receptadoras;recetadoras
receptado;recetado
receptadores;recetadores
receptador;recetador
receptados;recetados
receptações;recetações
receptai;recetai
receptais;recetais
receptamos;recetamos
receptam;recetam
receptando;recetando
receptação;recetação
receptaríamos;recetaríamos
receptaram;recetaram
receptara;recetara
receptaras;recetaras
receptardes;recetardes
recepta;receta
receptarei;recetarei
receptaríeis;recetaríeis
receptareis;recetareis
receptaremos;recetaremos
receptarem;recetarem
receptares;recetares
receptariam;recetariam
receptaria;recetaria
receptarias;recetarias
receptar-lha;recetar-lha
receptar-lhas;recetar-lhas
receptar-lhe;recetar-lhe
receptar-lhes;recetar-lhes
receptar-lho;recetar-lho
receptar-lhos;recetar-lhos
receptar-me-ei;recetar-me-ei
receptar-me-ia;recetar-me-ia
receptar-me;recetar-me
receptarmos;recetarmos
receptar-nos-íamos;recetar-nos-íamos
receptar-nos-emos;recetar-nos-emos
receptar-nos;recetar-nos
receptarão;recetarão
receptará;recetará
receptar;recetar
receptar-se-iam;recetar-se-iam
receptar-se-ia;recetar-se-ia
receptar-se-ão;recetar-se-ão
receptar-se-á;recetar-se-á
receptar-se;recetar-se
receptarás;recetarás
receptar-te-ei;recetar-te-ei
receptar-te-ias;recetar-te-ias
receptar-te-á;recetar-te-á
receptar-te;recetar-te
receptar-te-ás;recetar-te-ás
receptar-vos-íeis;recetar-vos-íeis
receptar-vos-eis;recetar-vos-eis
receptar-vos;recetar-vos
receptas;recetas
receptassem;recetassem
receptasse;recetasse
receptasses;recetasses
receptaste;recetaste
receptastes;recetastes
receptavam;recetavam
receptava;recetava
receptavas;recetavas
receptáculo;recetáculo
receptáculos;recetáculos
receptei;recetei
recepteis;receteis
receptemos;recetemos
receptem;recetem
recepte;recete
receptes;recetes
receptibilidade;recetibilidade
receptibilidades;recetibilidades
receptiva;recetiva
receptivas;recetivas
receptividade;recetividade
receptividades;recetividades
receptivo;recetivo
receptivos;recetivos
receptá-la;recetá-la
receptá-las;recetá-las
receptá-lo-íamos;recetá-lo-íamos
receptá-lo-ei;recetá-lo-ei
receptá-lo-íeis;recetá-lo-íeis
receptá-lo-eis;recetá-lo-eis
receptá-lo-emos;recetá-lo-emos
receptá-lo-iam;recetá-lo-iam
receptá-lo-ia;recetá-lo-ia
receptá-lo-ias;recetá-lo-ias
receptá-lo-ão;recetá-lo-ão
receptá-lo-á;recetá-lo-á
receptá-lo;recetá-lo
receptá-lo-ás;recetá-lo-ás
receptá-los;recetá-los
receptámos;recetámos
receptora;recetora
receptoras;recetoras
recepto;receto
receptores;recetores
receptor;recetor
receptou;recetou
receptáramos;recetáramos
receptáreis;recetáreis
receptásseis;recetásseis
receptássemos;recetássemos
receptávamos;recetávamos
receptáveis;recetáveis
receptível;recetível
rectal;retal
rectamente;retamente
rectangulares;retangulares
rectangularidade;retangularidade
rectangularidades;retangularidades
rectangular;retangular
recta;reta
rectas;retas
rectidão;retidão
rectificada;retificada
rectificadas;retificadas
rectificadora;retificadora
rectificadoras;retificadoras
rectificadores;retificadores
rectificado;retificado
rectificador;retificador
rectificados;retificados
rectificações;retificações
rectificai;retificai
rectificais;retificais
rectificamos;retificamos
rectificam;retificam
rectificando;retificando
rectificação;retificação
rectificaríamos;retificaríamos
rectificaram;retificaram
rectificara;retificara
rectificaras;retificaras
rectificardes;retificardes
rectificarei;retificarei
rectificaríeis;retificaríeis
rectificareis;retificareis
rectificaremos;retificaremos
rectificarem;retificarem
rectificares;retificares
rectifica;retifica
rectificariam;retificariam
rectificaria;retificaria
rectificarias;retificarias
rectificar-lha;retificar-lha
rectificar-lhas;retificar-lhas
rectificar-lhe;retificar-lhe
rectificar-lhes;retificar-lhes
rectificar-lho;retificar-lho
rectificar-lhos;retificar-lhos
rectificar-me-ei;retificar-me-ei
rectificar-me-ia;retificar-me-ia
rectificar-me;retificar-me
rectificarmos;retificarmos
rectificar-nos-íamos;retificar-nos-íamos
rectificar-nos-emos;retificar-nos-emos
rectificar-nos;retificar-nos
rectificarão;retificarão
rectificará;retificará
rectificar;retificar
rectificar-se-iam;retificar-se-iam
rectificar-se-ia;retificar-se-ia
rectificar-se-ão;retificar-se-ão
rectificar-se-á;retificar-se-á
rectificar-se;retificar-se
rectificarás;retificarás
rectificar-te-ei;retificar-te-ei
rectificar-te-ias;retificar-te-ias
rectificar-te-á;retificar-te-á
rectificar-te;retificar-te
rectificar-te-ás;retificar-te-ás
rectificar-vos-íeis;retificar-vos-íeis
rectificar-vos-eis;retificar-vos-eis
rectificar-vos;retificar-vos
rectificas;retificas
rectificassem;retificassem
rectificasse;retificasse
rectificasses;retificasses
rectificaste;retificaste
rectificastes;retificastes
rectificativo;retificativo
rectificavam;retificavam
rectificava;retificava
rectificavas;retificavas
rectificá-la;retificá-la
rectificá-las;retificá-las
rectificá-lo-íamos;retificá-lo-íamos
rectificá-lo-ei;retificá-lo-ei
rectificá-lo-íeis;retificá-lo-íeis
rectificá-lo-eis;retificá-lo-eis
rectificá-lo-emos;retificá-lo-emos
rectificá-lo-iam;retificá-lo-iam
rectificá-lo-ia;retificá-lo-ia
rectificá-lo-ias;retificá-lo-ias
rectificá-lo-ão;retificá-lo-ão
rectificá-lo-á;retificá-lo-á
rectificá-lo;retificá-lo
rectificá-lo-ás;retificá-lo-ás
rectificá-los;retificá-los
rectificámos;retificámos
rectifico;retifico
rectificou;retificou
rectificáramos;retificáramos
rectificáreis;retificáreis
rectificásseis;retificásseis
rectificássemos;retificássemos
rectificávamos;retificávamos
rectificáveis;retificáveis
rectificável;retificável
rectifiquei;retifiquei
rectifiqueis;retifiqueis
rectifiquemos;retifiquemos
rectifiquem;retifiquem
rectifique;retifique
rectifiques;retifiques
rectiforme;retiforme
rectiformes;retiformes
rectilinearidade;retilinearidade
rectilinearidades;retilinearidades
rectilínea;retilínea
rectilíneas;retilíneas
rectilíneo;retilíneo
rectilíneos;retilíneos
rectitude;retitude
rectângulo;retângulo
rectângulos;retângulos
recto;reto
rectos;retos
redacções;redações
redacção;redação
redactor-chefe;redator-chefe
redactores;redatores
redactoriais;redatoriais
redactorial;redatorial
redactor;redator
redireccionada;redirecionada
redireccionadas;redirecionadas
redireccionado;redirecionado
redireccionados;redirecionados
redireccionai;redirecionai
redireccionais;redirecionais
redireccionamento;redirecionamento
redireccionamentos;redirecionamentos
redireccionamos;redirecionamos
redireccionam;redirecionam
redireccionando;redirecionando
redireccionaríamos;redirecionaríamos
redireccionaram;redirecionaram
redireccionara;redirecionara
redireccionaras;redirecionaras
redireccionardes;redirecionardes
redirecciona;redireciona
redireccionarei;redirecionarei
redireccionaríeis;redirecionaríeis
redireccionareis;redirecionareis
redireccionaremos;redirecionaremos
redireccionarem;redirecionarem
redireccionares;redirecionares
redireccionariam;redirecionariam
redireccionaria;redirecionaria
redireccionarias;redirecionarias
redireccionarmos;redirecionarmos
redireccionarão;redirecionarão
redireccionará;redirecionará
redireccionar;redirecionar
redireccionarás;redirecionarás
redireccionas;redirecionas
redireccionassem;redirecionassem
redireccionasse;redirecionasse
redireccionasses;redirecionasses
redireccionaste;redirecionaste
redireccionastes;redirecionastes
redireccionavam;redirecionavam
redireccionava;redirecionava
redireccionavas;redirecionavas
redireccionei;redirecionei
redireccioneis;redirecioneis
redireccionemos;redirecionemos
redireccionem;redirecionem
redireccione;redirecione
redirecciones;redireciones
redireccionámos;redirecionámos
redirecciono;redireciono
redireccionou;redirecionou
redireccionáramos;redirecionáramos
redireccionáreis;redirecionáreis
redireccionásseis;redirecionásseis
redireccionássemos;redirecionássemos
redireccionávamos;redirecionávamos
redireccionáveis;redirecionáveis
reflectíamos;refletíamos
reflectíeis;refletíeis
reflectiam;refletiam
reflectia;refletia
reflectias;refletias
reflectida;refletida
reflectidas;refletidas
reflectidora;refletidora
reflectidoras;refletidoras
reflectido;refletido
reflectidores;refletidores
reflectidor;refletidor
reflectidos;refletidos
reflectimos;refletimos
reflectindo;refletindo
reflectiríamos;refletiríamos
reflectiram;refletiram
reflectira;refletira
reflectiras;refletiras
reflectirdes;refletirdes
reflecti;refleti
reflectirei;refletirei
reflectiríeis;refletiríeis
reflectireis;refletireis
reflectiremos;refletiremos
reflectirem;refletirem
reflectires;refletires
reflectiriam;refletiriam
reflectiria;refletiria
reflectirias;refletirias
reflectir-lha;refletir-lha
reflectir-lhas;refletir-lhas
reflectir-lhe;refletir-lhe
reflectir-lhes;refletir-lhes
reflectir-lho;refletir-lho
reflectir-lhos;refletir-lhos
reflectir-me-ei;refletir-me-ei
reflectir-me-ia;refletir-me-ia
reflectir-me;refletir-me
reflectirmos;refletirmos
reflectir-nos-íamos;refletir-nos-íamos
reflectir-nos-emos;refletir-nos-emos
reflectir-nos;refletir-nos
reflectirão;refletirão
reflectirá;refletirá
reflectir;refletir
reflectir-se-iam;refletir-se-iam
reflectir-se-ia;refletir-se-ia
